id;codigo_departamento;codigo_municipio;nombre_departamento;nombre_municipio;iso_departamento
f7624ca1-1fbe-46e5-9a76-2c9416b76211;15;15051000;BOYACÁ;ARCABUCO;CO-BOY
19c6458d-cb0f-49aa-84d0-6cf80c4f6202;15;15087000;BOYACÁ;BELÉN;CO-BOY
fa77d3ca-1929-46f1-a394-00f3ce1819b5;15;15090000;BOYACÁ;BERBEO;CO-BOY
0f994e38-514e-4554-9698-e05fea3e2943;15;15092000;BOYACÁ;BETÉITIVA;CO-BOY
4b2e48a1-7514-4c43-a15b-3a217a6f59bd;15;15097000;BOYACÁ;BOAVITA;CO-BOY
a7788495-d81f-40c7-9e54-442809869f76;15;15104000;BOYACÁ;BOYACÁ;CO-BOY
b2d0cc72-b14f-4b94-82ee-8e8e8bf7a566;15;15106000;BOYACÁ;BRICEÑO;CO-BOY
23e096c3-ec91-486a-8e60-6e0ba7221dca;15;15109000;BOYACÁ;BUENAVISTA;CO-BOY
e0646d7b-6ef7-4f15-bba9-856fbee151de;15;15114000;BOYACÁ;BUSBANZÁ;CO-BOY
e80689a4-ff04-4e0d-bc4e-6e6efb7aea32;15;15131000;BOYACÁ;CALDAS;CO-BOY
ec4969c5-d7dd-480b-859b-0e353cd29ddb;15;15135000;BOYACÁ;CAMPOHERMOSO;CO-BOY
136db3e6-98f0-4f99-8bfa-697fb2ed48e5;15;15162000;BOYACÁ;CERINZA;CO-BOY
b5500c3e-8c19-4453-907c-b26c40d6605c;15;15172000;BOYACÁ;CHINAVITA;CO-BOY
ad961151-fc13-439a-bd4d-be3c77d44057;15;15176000;BOYACÁ;CHIQUINQUIRÁ;CO-BOY
3d87d52b-3d94-48a1-b60a-0aafcc4e4fc8;15;15232000;BOYACÁ;CHÍQUIZA;CO-BOY
1ec30c75-700a-4232-be12-d728a539ad9e;15;15180000;BOYACÁ;CHISCAS;CO-BOY
